RECORD_ID,DAY,MONTH,YEAR,STORE_ID,SKU_ID,TOTAL_PRICE,BASE_PRICE,IS_FEATURED_SKU,IS_DISPLAY_SKU,UNITS_SOLD
180396,2025,2,26,9092,320485,197.3625,197.3625,0,0,9
180397,2025,2,26,9092,378934,194.5125,194.5125,0,0,10
180398,2025,2,26,9092,222765,179.5500,225.8625,0,0,53
180399,2025,2,26,9092,223245,178.1250,202.3500,0,1,61
180400,2025,2,26,9092,223153,212.3250,212.3250,0,0,28
180401,2025,2,26,9092,398721,469.5375,469.5375,0,0,7
180402,2025,2,26,9092,245387,469.5375,469.5375,0,0,12
180403,2025,2,26,9092,245338,469.5375,469.5375,0,0,9
180478,2025,2,26,9164,300021,109.0125,109.0125,0,0,9
180465,2025,2,26,9147,222087,172.4250,227.2875,0,0,38
180468,2025,2,26,9147,222765,179.5500,244.3875,0,1,66
180469,2025,2,26,9147,223245,176.7000,236.5500,0,1,158
180471,2025,2,26,9147,398721,512.2875,512.2875,0,0,6
180473,2025,2,26,9147,245338,512.2875,512.2875,0,0,7
180474,2025,2,26,9147,547934,177.4125,177.4125,0,0,12
180476,2025,2,26,9164,216418,108.3000,108.3000,0,0,132
180477,2025,2,26,9164,216419,109.0125,109.0125,0,0,81
180464,2025,2,26,9147,219029,178.1250,327.0375,1,1,228
180479,2025,2,26,9164,216425,133.9500,133.9500,0,0,27
180480,2025,2,26,9164,216233,133.2375,133.2375,0,0,44
180481,2025,2,26,9164,217390,170.2875,170.2875,0,0,44
180483,2025,2,26,9164,219009,215.8875,215.8875,0,0,79
180484,2025,2,26,9164,219029,179.5500,327.0375,1,1,232
180485,2025,2,26,9164,222087,170.2875,227.2875,0,0,50
180486,2025,2,26,9164,320485,213.0375,213.0375,0,1,29
180487,2025,2,26,9164,378934,213.0375,213.0375,0,0,9
180447,2025,2,26,9132,223245,178.8375,205.9125,0,1,122
180436,2025,2,26,9132,216419,65.5500,84.7875,0,0,9
180438,2025,2,26,9132,216425,132.5250,132.5250,0,0,10
180439,2025,2,26,9132,216233,128.9625,128.9625,0,0,16
180441,2025,2,26,9132,217217,233.7000,210.1875,1,1,34
180443,2025,2,26,9132,219009,180.9750,180.9750,0,0,82
180444,2025,2,26,9132,219029,180.9750,295.6875,1,1,49
180445,2025,2,26,9132,222087,187.3875,219.4500,0,0,21
180446,2025,2,26,9132,222765,180.9750,208.7625,0,1,26
180386,2025,2,26,9043,547934,177.4125,177.4125,0,0,9
180448,2025,2,26,9132,223153,212.3250,212.3250,0,0,34
180453,2025,2,26,9147,216418,108.3000,108.3000,0,0,73
180454,2025,2,26,9147,216419,109.0125,109.0125,0,0,114
180455,2025,2,26,9147,300021,108.3000,108.3000,0,0,43
180457,2025,2,26,9147,216425,130.3875,130.3875,0,0,50
180458,2025,2,26,9147,216233,134.6625,134.6625,0,0,60
180459,2025,2,26,9147,217390,167.4375,167.4375,0,0,54
180463,2025,2,26,9147,219009,215.1750,215.1750,0,0,86
180321,2025,2,26,8991,219009,178.8375,178.8375,0,0,137
180312,2025,2,26,8991,216419,69.8250,86.9250,0,0,103
180313,2025,2,26,8991,300021,70.5375,87.6375,0,0,47
180315,2025,2,26,8991,216425,132.5250,132.5250,0,0,11
180316,2025,2,26,8991,216233,131.1000,131.1000,0,0,30
180317,2025,2,26,8991,217390,136.0875,136.0875,0,0,55
180318,2025,2,26,8991,217217,228.7125,235.1250,1,0,32
180319,2025,2,26,8991,217777,232.9875,232.2750,1,0,22
180320,2025,2,26,8991,219844,236.5500,205.9125,1,0,30
180311,2025,2,26,8991,216418,73.3875,87.6375,0,0,22
180322,2025,2,26,8991,219029,177.4125,295.6875,1,1,171
180323,2025,2,26,8991,222087,175.9875,228.7125,0,0,43
180324,2025,2,26,8991,320485,205.9125,205.9125,0,0,23
180325,2025,2,26,8991,378934,205.9125,205.9125,0,0,37
180326,2025,2,26,8991,222765,178.1250,227.2875,0,0,74
180327,2025,2,26,8991,223245,175.9875,213.0375,0,1,105
180328,2025,2,26,8991,223153,212.3250,212.3250,0,0,43
180329,2025,2,26,8991,398721,469.5375,469.5375,0,0,7
180298,2025,2,26,8869,219009,203.0625,203.0625,0,0,75
180282,2025,2,26,8562,547934,177.4125,177.4125,0,0,12
180287,2025,2,26,8869,216418,108.3000,106.8750,0,1,138
180288,2025,2,26,8869,216419,108.3000,109.7250,0,1,61
180289,2025,2,26,8869,300021,108.3000,108.3000,0,1,20
180292,2025,2,26,8869,216425,133.2375,133.2375,0,0,84
180293,2025,2,26,8869,216233,133.2375,133.2375,0,0,82
180294,2025,2,26,8869,217390,173.8500,173.8500,0,0,56
180295,2025,2,26,8869,217217,233.7000,362.6625,1,1,90
180330,2025,2,26,8991,245387,469.5375,469.5375,0,0,28
180299,2025,2,26,8869,219029,177.4125,327.0375,1,1,400
180300,2025,2,26,8869,222087,138.2250,227.2875,0,0,43
180303,2025,2,26,8869,222765,179.5500,238.6875,0,1,249
180304,2025,2,26,8869,223245,177.4125,213.7500,0,1,228
180305,2025,2,26,8869,223153,236.5500,236.5500,0,0,17
180307,2025,2,26,8869,245387,512.2875,512.2875,0,0,9
180308,2025,2,26,8869,245338,510.1500,510.1500,0,0,9
180309,2025,2,26,8869,679023,177.4125,213.0375,0,0,31
180372,2025,2,26,9043,217390,171.0000,171.0000,0,0,57
180353,2025,2,26,8911,245338,469.5375,469.5375,0,0,12
180354,2025,2,26,9001,216419,110.4375,110.4375,0,0,10
180362,2025,2,26,9001,223245,172.4250,232.2750,0,1,47
180366,2025,2,26,9043,216418,108.3000,108.3000,0,0,83
180367,2025,2,26,9043,216419,108.3000,108.3000,0,0,25
180368,2025,2,26,9043,300021,109.7250,109.7250,0,0,10
180370,2025,2,26,9043,216425,133.2375,133.2375,0,0,33
180371,2025,2,26,9043,216233,132.5250,132.5250,0,0,46
180352,2025,2,26,8911,245387,469.5375,469.5375,0,0,16
180374,2025,2,26,9043,219009,198.0750,198.0750,0,0,53
180375,2025,2,26,9043,219029,177.4125,327.0375,1,1,174
180376,2025,2,26,9043,222087,178.1250,227.2875,0,0,34
180377,2025,2,26,9043,320485,213.0375,213.0375,0,0,4
180379,2025,2,26,9043,222765,178.8375,219.4500,0,1,115
180380,2025,2,26,9043,223245,173.8500,236.5500,0,1,61
180381,2025,2,26,9043,223153,236.5500,236.5500,0,0,24
180384,2025,2,26,9043,245338,512.2875,512.2875,0,0,18
180341,2025,2,26,8911,217390,135.3750,135.3750,0,0,25
180331,2025,2,26,8991,245338,469.5375,469.5375,0,0,21
180332,2025,2,26,8991,600934,519.4125,519.4125,0,0,9
180333,2025,2,26,8991,547934,177.4125,177.4125,0,0,13
180335,2025,2,26,8991,546789,180.2625,180.2625,0,0,20
180336,2025,2,26,8911,216418,68.4000,86.9250,0,0,34
180337,2025,2,26,8911,216419,69.8250,84.7875,0,0,19
180339,2025,2,26,8911,216425,134.6625,134.6625,0,0,1
180340,2025,2,26,8911,216233,128.2500,128.2500,0,0,31
180488,2025,2,26,9164,222765,178.8375,227.2875,0,1,191
180342,2025,2,26,8911,217217,228.7125,203.0625,1,1,48
180344,2025,2,26,8911,219844,228.7125,208.0500,1,1,41
180345,2025,2,26,8911,219009,180.9750,180.9750,0,0,69
180346,2025,2,26,8911,219029,183.1125,295.6875,1,1,84
180347,2025,2,26,8911,222087,187.3875,234.4125,0,0,23
180348,2025,2,26,8911,222765,180.9750,227.2875,0,1,52
180349,2025,2,26,8911,223245,175.2750,213.0375,0,1,75
180350,2025,2,26,8911,223153,212.3250,212.3250,0,0,24
180624,2025,2,26,9279,245387,469.5375,469.5375,0,0,29
180616,2025,2,26,9279,219009,175.2750,175.2750,0,0,97
180617,2025,2,26,9279,219029,179.5500,283.5750,1,1,116
180618,2025,2,26,9279,222087,193.0875,234.4125,0,0,25
180619,2025,2,26,9279,320485,202.3500,202.3500,0,0,10
180620,2025,2,26,9279,378934,205.9125,205.9125,0,0,19
180621,2025,2,26,9279,222765,178.8375,227.2875,0,1,85
180622,2025,2,26,9279,223245,178.8375,213.0375,0,1,104
180623,2025,2,26,9279,223153,212.3250,212.3250,0,0,52
180615,2025,2,26,9279,219844,234.4125,233.7000,1,1,42
180625,2025,2,26,9279,245338,469.5375,469.5375,0,0,46
180627,2025,2,26,9279,547934,177.4125,177.4125,0,0,15
180628,2025,2,26,9281,216418,68.4000,85.5000,0,0,19
180629,2025,2,26,9281,216419,69.8250,86.2125,0,0,48
180631,2025,2,26,9281,216425,126.8250,126.8250,0,0,17
180632,2025,2,26,9281,216233,128.9625,128.9625,0,0,48
180633,2025,2,26,9281,217390,158.1750,158.1750,0,0,17
180636,2025,2,26,9281,219009,195.2250,195.2250,0,0,87
180605,2025,2,26,9273,245338,469.5375,469.5375,0,0,8
180596,2025,2,26,9273,219029,177.4125,222.3000,1,1,173
180597,2025,2,26,9273,222087,195.2250,232.2750,0,0,25
180598,2025,2,26,9273,320485,205.9125,205.9125,0,0,10
180599,2025,2,26,9273,378934,205.9125,205.9125,0,0,3
180601,2025,2,26,9273,223245,175.9875,205.9125,0,1,95
180602,2025,2,26,9273,223153,205.2000,205.2000,0,0,43
180603,2025,2,26,9273,398721,469.5375,469.5375,0,0,14
180604,2025,2,26,9273,245387,469.5375,469.5375,0,0,7
180637,2025,2,26,9281,219029,179.5500,312.7875,1,1,95
180607,2025,2,26,9279,216418,70.5375,86.2125,0,0,48
180608,2025,2,26,9279,216419,70.5375,86.2125,0,0,65
180609,2025,2,26,9279,300021,69.8250,89.0625,0,0,13
180610,2025,2,26,9279,216425,120.4125,120.4125,0,0,13
180611,2025,2,26,9279,216233,128.2500,128.2500,0,0,21
180612,2025,2,26,9279,217390,136.8000,136.8000,0,0,52
180613,2025,2,26,9279,217217,235.1250,232.9875,1,1,38
180614,2025,2,26,9279,217777,232.9875,231.5625,1,1,36
180673,2025,2,26,9371,216418,109.7250,109.7250,0,0,63
180661,2025,2,26,9328,222087,175.9875,234.4125,0,0,31
180663,2025,2,26,9328,378934,205.9125,205.9125,0,0,19
180664,2025,2,26,9328,222765,179.5500,227.2875,0,1,90
180665,2025,2,26,9328,223245,175.2750,235.8375,0,1,87
180666,2025,2,26,9328,223153,235.8375,235.8375,0,0,27
180669,2025,2,26,9328,245338,469.5375,469.5375,0,0,11
180670,2025,2,26,9328,547934,177.4125,177.4125,0,0,7
180672,2025,2,26,9328,546789,177.4125,177.4125,0,0,11
180660,2025,2,26,9328,219029,177.4125,312.7875,1,1,186
180674,2025,2,26,9371,216419,109.7250,109.7250,0,0,42
180675,2025,2,26,9371,300021,108.3000,108.3000,0,1,18
180677,2025,2,26,9371,216425,134.6625,134.6625,0,0,21
180678,2025,2,26,9371,216233,133.9500,133.9500,0,0,33
180679,2025,2,26,9371,217390,173.1375,173.1375,0,0,44
180682,2025,2,26,9371,219844,235.8375,339.1500,1,1,85
180683,2025,2,26,9371,219009,222.3000,222.3000,0,0,68
180684,2025,2,26,9371,219029,178.8375,302.1000,1,1,170
180651,2025,2,26,9328,216419,71.2500,86.2125,0,0,67
180638,2025,2,26,9281,222087,208.0500,234.4125,0,0,26
180641,2025,2,26,9281,222765,184.5375,223.0125,0,1,40
180642,2025,2,26,9281,223245,178.1250,235.8375,0,1,67
180646,2025,2,26,9281,245338,469.5375,469.5375,0,1,7
180647,2025,2,26,9281,547934,177.4125,177.4125,0,0,9
180648,2025,2,26,9281,679023,177.4125,177.4125,0,0,10
180649,2025,2,26,9281,546789,177.4125,177.4125,0,0,18
180650,2025,2,26,9328,216418,70.5375,87.6375,0,0,61
180595,2025,2,26,9273,219009,174.5625,174.5625,0,0,81
180652,2025,2,26,9328,300021,69.8250,89.0625,0,0,8
180653,2025,2,26,9328,216425,131.1000,131.1000,0,0,17
180654,2025,2,26,9328,216233,130.3875,130.3875,0,0,34
180655,2025,2,26,9328,217390,171.0000,171.0000,0,0,10
180656,2025,2,26,9328,217217,229.4250,237.9750,1,0,16
180657,2025,2,26,9328,217777,234.4125,229.4250,1,0,21
180658,2025,2,26,9328,219844,236.5500,230.1375,1,0,23
180659,2025,2,26,9328,219009,192.3750,192.3750,0,0,97
180531,2025,2,26,9190,223245,175.2750,235.8375,0,1,54
180520,2025,2,26,9190,217217,234.4125,210.1875,1,1,19
180521,2025,2,26,9190,217777,235.1250,237.9750,1,1,26
180523,2025,2,26,9190,219009,191.6625,191.6625,0,0,147
180524,2025,2,26,9190,219029,178.1250,312.7875,1,1,207
180525,2025,2,26,9190,222087,200.2125,200.2125,0,0,60
180526,2025,2,26,9190,320485,205.9125,205.9125,0,1,24
180527,2025,2,26,9190,378934,205.9125,205.9125,0,1,32
180530,2025,2,26,9190,222765,178.8375,227.2875,0,1,80
180519,2025,2,26,9190,217390,167.4375,167.4375,0,0,29
180532,2025,2,26,9190,223153,235.8375,235.8375,0,0,30
180534,2025,2,26,9190,245387,469.5375,469.5375,0,0,13
180535,2025,2,26,9190,245338,469.5375,469.5375,0,0,36
180539,2025,2,26,9221,216418,69.8250,83.3625,0,0,31
180541,2025,2,26,9221,300021,68.4000,89.0625,0,0,12
180542,2025,2,26,9221,216425,129.6750,129.6750,0,0,17
180543,2025,2,26,9221,216233,129.6750,129.6750,0,0,51
180544,2025,2,26,9221,217390,158.8875,158.8875,0,0,22
180506,2025,2,26,9178,222765,186.6750,227.2875,0,1,9
180489,2025,2,26,9164,223245,178.8375,226.5750,0,1,157
180490,2025,2,26,9164,223153,236.5500,236.5500,0,0,20
180492,2025,2,26,9164,245387,512.2875,512.2875,0,0,7
180493,2025,2,26,9164,245338,512.2875,512.2875,0,0,23
180494,2025,2,26,9164,600934,490.9125,490.9125,0,0,16
180495,2025,2,26,9164,547934,177.4125,177.4125,0,0,15
180498,2025,2,26,9178,216233,134.6625,134.6625,0,0,5
180503,2025,2,26,9178,219009,180.9750,180.9750,0,0,34
180546,2025,2,26,9221,217777,231.5625,210.1875,1,1,68
180507,2025,2,26,9178,223245,173.8500,195.9375,0,1,79
180508,2025,2,26,9178,223153,212.3250,212.3250,0,0,35
180511,2025,2,26,9178,245338,469.5375,469.5375,0,0,24
180513,2025,2,26,9190,216419,70.5375,86.2125,0,0,40
180514,2025,2,26,9190,300021,71.2500,89.0625,0,0,22
180516,2025,2,26,9190,327492,110.4375,110.4375,0,0,6
180517,2025,2,26,9190,216425,130.3875,130.3875,0,0,36
180518,2025,2,26,9190,216233,129.6750,129.6750,0,0,57
180584,2025,2,26,9273,216418,66.2625,81.9375,0,0,97
180572,2025,2,26,9250,320485,213.0375,213.0375,0,0,1
180573,2025,2,26,9250,378934,213.0375,213.0375,0,0,8
180574,2025,2,26,9250,222765,178.1250,231.5625,0,0,164
180575,2025,2,26,9250,223245,176.7000,225.8625,0,1,158
180576,2025,2,26,9250,223153,236.5500,236.5500,0,0,12
180578,2025,2,26,9250,245387,512.2875,512.2875,0,0,21
180579,2025,2,26,9250,245338,512.2875,512.2875,0,0,20
180581,2025,2,26,9250,547934,177.4125,177.4125,0,0,13
180571,2025,2,26,9250,222087,180.9750,227.2875,0,0,68
180585,2025,2,26,9273,216419,69.1125,86.9250,0,0,64
180586,2025,2,26,9273,300021,71.2500,89.0625,0,0,14
180589,2025,2,26,9273,216425,130.3875,130.3875,0,0,9
180590,2025,2,26,9273,216233,128.9625,128.9625,0,0,40
180591,2025,2,26,9273,217390,131.1000,131.1000,0,0,11
180592,2025,2,26,9273,217217,230.1375,232.9875,1,0,23
180593,2025,2,26,9273,217777,225.8625,213.7500,1,1,26
180594,2025,2,26,9273,219844,234.4125,203.7750,1,0,22
180558,2025,2,26,9250,216418,109.0125,107.5875,0,1,201
180547,2025,2,26,9221,219844,230.8500,210.1875,1,1,64
180548,2025,2,26,9221,219009,182.4000,182.4000,0,0,45
180549,2025,2,26,9221,219029,177.4125,312.7875,1,1,136
180550,2025,2,26,9221,222087,170.2875,234.4125,0,0,16
180552,2025,2,26,9221,378934,205.9125,205.9125,0,0,4
180553,2025,2,26,9221,222765,182.4000,227.2875,0,1,65
180554,2025,2,26,9221,223245,174.5625,235.8375,0,1,80
180555,2025,2,26,9221,223153,235.8375,235.8375,0,0,18
180280,2025,2,26,8562,245338,512.2875,512.2875,0,0,16
180559,2025,2,26,9250,216419,110.4375,99.0375,0,1,115
180560,2025,2,26,9250,300021,110.4375,108.3000,0,1,11
180563,2025,2,26,9250,216425,131.8125,131.8125,0,0,48
180564,2025,2,26,9250,216233,132.5250,132.5250,0,0,87
180565,2025,2,26,9250,217390,175.2750,175.2750,0,0,106
180568,2025,2,26,9250,219844,236.5500,376.9125,1,0,82
180569,2025,2,26,9250,219009,213.7500,213.7500,0,0,82
180570,2025,2,26,9250,219029,177.4125,327.0375,1,1,250
180012,2025,2,26,8058,222087,170.2875,225.8625,0,0,29
180000,2025,2,26,8023,545621,346.9875,346.9875,0,0,11
180001,2025,2,26,8058,216418,107.5875,107.5875,0,0,109
180002,2025,2,26,8058,216419,108.3000,108.3000,0,0,59
180004,2025,2,26,8058,216425,133.2375,133.2375,0,0,49
180005,2025,2,26,8058,216233,133.2375,133.2375,0,0,53
180006,2025,2,26,8058,217390,175.2750,175.2750,0,0,50
180009,2025,2,26,8058,219844,231.5625,356.9625,1,1,95
180010,2025,2,26,8058,219009,195.2250,195.2250,0,0,73
180011,2025,2,26,8058,219029,179.5500,327.0375,1,1,236
179998,2025,2,26,8023,547934,177.4125,177.4125,0,1,38
180013,2025,2,26,8058,320485,213.0375,213.0375,0,0,4
180014,2025,2,26,8058,378934,213.0375,213.0375,0,0,5
180015,2025,2,26,8058,222765,178.1250,228.7125,0,1,130
180016,2025,2,26,8058,223245,174.5625,230.1375,0,1,100
180019,2025,2,26,8058,245387,512.2875,512.2875,0,0,4
180020,2025,2,26,8058,245338,512.2875,512.2875,0,0,7
180024,2025,2,26,8222,216418,107.5875,105.4500,0,1,230
180025,2025,2,26,8222,216419,108.3000,108.3000,0,0,127
179988,2025,2,26,8023,320485,213.0375,213.0375,0,0,19
179976,2025,2,26,8023,300021,109.0125,109.0125,0,0,15
179977,2025,2,26,8023,300291,112.5750,112.5750,0,0,21
179979,2025,2,26,8023,216425,131.8125,131.8125,0,0,97
179980,2025,2,26,8023,216233,133.2375,133.2375,0,0,124
179981,2025,2,26,8023,217390,169.5750,169.5750,0,0,166
179985,2025,2,26,8023,219009,200.9250,200.9250,0,0,193
179986,2025,2,26,8023,219029,176.7000,327.0375,1,1,553
179987,2025,2,26,8023,222087,183.1125,226.5750,0,0,138
180026,2025,2,26,8222,300021,109.0125,104.7375,0,1,51
179989,2025,2,26,8023,378934,213.0375,213.0375,0,0,15
179991,2025,2,26,8023,222765,178.8375,223.0125,0,1,251
179992,2025,2,26,8023,223245,174.5625,213.7500,0,0,186
179993,2025,2,26,8023,223153,236.5500,236.5500,0,0,47
179994,2025,2,26,8023,398721,510.8625,510.8625,0,0,11
179995,2025,2,26,8023,245387,512.2875,512.2875,0,0,12
179996,2025,2,26,8023,245338,510.8625,510.8625,0,0,33
179997,2025,2,26,8023,600934,490.9125,490.9125,0,0,20
180063,2025,2,26,8121,378934,205.9125,205.9125,0,0,1
180055,2025,2,26,8121,217390,136.8000,136.8000,0,0,28
180056,2025,2,26,8121,217217,223.0125,209.4750,1,1,30
180057,2025,2,26,8121,217777,228.7125,206.6250,1,1,20
180058,2025,2,26,8121,219844,232.9875,235.1250,1,1,45
180059,2025,2,26,8121,219009,173.8500,173.8500,0,0,77
180060,2025,2,26,8121,219029,179.5500,295.6875,1,1,89
180061,2025,2,26,8121,222087,234.4125,234.4125,0,0,28
180062,2025,2,26,8121,320485,199.5000,199.5000,0,0,11
180054,2025,2,26,8121,216233,131.1000,131.1000,0,0,17
180065,2025,2,26,8121,222765,180.9750,227.2875,0,1,58
180066,2025,2,26,8121,223245,172.4250,205.9125,0,1,95
180067,2025,2,26,8121,223153,212.3250,212.3250,0,0,39
180068,2025,2,26,8121,398721,469.5375,469.5375,0,0,13
180069,2025,2,26,8121,245387,469.5375,469.5375,0,0,13
180070,2025,2,26,8121,245338,469.5375,469.5375,0,0,14
180071,2025,2,26,8218,216418,70.5375,84.7875,0,0,31
180072,2025,2,26,8218,216419,70.5375,85.5000,0,0,17
180037,2025,2,26,8222,378934,213.0375,213.0375,0,0,2
180027,2025,2,26,8222,300291,111.1500,111.1500,0,0,21
180029,2025,2,26,8222,216425,133.2375,133.2375,0,0,89
180030,2025,2,26,8222,216233,131.8125,131.8125,0,0,104
180031,2025,2,26,8222,217390,173.1375,173.1375,0,0,115
180033,2025,2,26,8222,219009,214.4625,214.4625,0,0,205
180034,2025,2,26,8222,219029,178.8375,327.0375,1,1,431
180035,2025,2,26,8222,222087,177.4125,227.2875,0,0,129
180036,2025,2,26,8222,320485,213.0375,213.0375,0,0,15
179975,2025,2,26,8023,216419,109.0125,109.0125,0,0,172
180039,2025,2,26,8222,222765,180.2625,231.5625,0,1,233
180040,2025,2,26,8222,223245,175.2750,236.5500,0,1,183
180042,2025,2,26,8222,398721,512.2875,512.2875,0,0,6
180043,2025,2,26,8222,245387,510.1500,510.1500,0,0,8
180044,2025,2,26,8222,245338,512.2875,512.2875,0,0,28
180046,2025,2,26,8222,547934,177.4125,177.4125,0,0,25
180049,2025,2,26,8121,216418,69.1125,86.2125,0,0,49
180053,2025,2,26,8121,216425,126.8250,126.8250,0,0,10
179923,2025,2,26,8095,547934,177.4125,177.4125,0,0,7
179914,2025,2,26,8095,222087,172.4250,227.2875,0,0,85
179915,2025,2,26,8095,320485,213.0375,213.0375,0,1,7
179916,2025,2,26,8095,378934,213.0375,213.0375,0,1,7
179917,2025,2,26,8095,222765,182.4000,234.4125,0,0,118
179918,2025,2,26,8095,223245,178.1250,236.5500,0,1,203
179919,2025,2,26,8095,223153,236.5500,236.5500,0,0,32
179921,2025,2,26,8095,245387,510.8625,510.8625,0,0,17
179922,2025,2,26,8095,245338,512.2875,512.2875,0,0,10
179913,2025,2,26,8095,219029,181.6875,327.0375,1,1,445
179926,2025,2,26,8094,216418,70.5375,86.9250,0,1,141
179927,2025,2,26,8094,216419,70.5375,86.2125,0,0,89
179928,2025,2,26,8094,300021,69.1125,87.6375,0,0,10
179929,2025,2,26,8094,300291,112.5750,112.5750,0,0,10
179930,2025,2,26,8094,216425,129.6750,129.6750,0,0,21
179931,2025,2,26,8094,216233,128.9625,128.9625,0,0,40
179932,2025,2,26,8094,217390,163.1625,163.1625,0,0,27
179933,2025,2,26,8094,217217,232.9875,208.7625,1,1,36
179898,2025,2,26,8091,223153,236.5500,236.5500,0,0,8
179885,2025,2,26,8091,216418,106.1625,106.1625,0,0,14
179886,2025,2,26,8091,216419,107.5875,107.5875,0,0,20
179887,2025,2,26,8091,216425,134.6625,134.6625,0,0,52
179888,2025,2,26,8091,216233,132.5250,132.5250,0,0,36
179889,2025,2,26,8091,217390,177.4125,177.4125,0,0,12
179893,2025,2,26,8091,219009,222.3000,222.3000,0,0,30
179894,2025,2,26,8091,219029,205.9125,327.0375,1,1,114
179897,2025,2,26,8091,223245,178.1250,236.5500,0,0,24
179934,2025,2,26,8094,217777,234.4125,232.2750,1,0,18
179901,2025,2,26,8095,216418,109.0125,109.0125,0,0,142
179902,2025,2,26,8095,216419,110.4375,110.4375,0,0,100
179903,2025,2,26,8095,300021,106.8750,106.8750,0,0,10
179906,2025,2,26,8095,216425,133.2375,133.2375,0,0,102
179907,2025,2,26,8095,216233,132.5250,132.5250,0,0,70
179908,2025,2,26,8095,217390,173.1375,173.1375,0,0,100
179911,2025,2,26,8095,219844,230.1375,368.3625,1,1,73
179912,2025,2,26,8095,219009,206.6250,206.6250,0,0,134
179964,2025,2,26,8063,222765,178.1250,227.2875,0,1,97
179954,2025,2,26,8063,217390,138.2250,138.2250,0,0,20
179955,2025,2,26,8063,217217,235.8375,232.9875,1,1,33
179956,2025,2,26,8063,217777,235.8375,232.9875,1,0,17
179958,2025,2,26,8063,219009,180.9750,180.9750,0,0,114
179959,2025,2,26,8063,219029,177.4125,295.6875,1,1,96
179960,2025,2,26,8063,222087,208.0500,208.0500,0,0,27
179961,2025,2,26,8063,320485,202.3500,202.3500,0,0,7
179962,2025,2,26,8063,378934,205.9125,205.9125,0,0,7
179953,2025,2,26,8063,216233,131.1000,131.1000,0,0,19
179965,2025,2,26,8063,223245,175.9875,208.0500,0,1,153
179966,2025,2,26,8063,223153,212.3250,212.3250,0,0,47
179968,2025,2,26,8063,245387,469.5375,469.5375,0,0,13
179969,2025,2,26,8063,245338,469.5375,469.5375,0,0,14
179971,2025,2,26,8063,547934,177.4125,177.4125,0,0,7
179972,2025,2,26,8063,679023,177.4125,213.0375,0,0,8
179973,2025,2,26,8063,546789,177.4125,177.4125,0,0,12
179974,2025,2,26,8023,216418,107.5875,107.5875,0,0,241
179943,2025,2,26,8094,223153,235.8375,235.8375,0,0,26
179935,2025,2,26,8094,219844,232.9875,233.7000,1,1,44
179936,2025,2,26,8094,219009,190.9500,190.9500,0,0,127
179937,2025,2,26,8094,219029,177.4125,312.7875,1,1,245
179938,2025,2,26,8094,222087,213.0375,213.0375,0,0,16
179939,2025,2,26,8094,320485,205.9125,205.9125,0,0,17
179940,2025,2,26,8094,378934,205.9125,205.9125,0,0,13
179941,2025,2,26,8094,222765,180.2625,226.5750,0,1,62
179942,2025,2,26,8094,223245,178.1250,235.1250,0,1,123
180074,2025,2,26,8218,216425,130.3875,130.3875,0,0,8
179944,2025,2,26,8094,398721,469.5375,469.5375,0,0,7
179945,2025,2,26,8094,245387,469.5375,469.5375,0,0,8
179946,2025,2,26,8094,245338,469.5375,469.5375,0,0,10
179947,2025,2,26,8094,547934,177.4125,177.4125,0,0,4
179948,2025,2,26,8094,679023,177.4125,177.4125,0,1,12
