RECORD_ID,YEAR,MONTH,DAY,STORE_ID,SKU_ID,TOTAL_PRICE,BASE_PRICE,UNITS_SOLD
70897,2023,11,14,9221,219009,194.5125,227.2875,55
87424,2024,1,23,9371,219029,327.0375,327.0375,6
82435,2024,1,2,9279,219009,198.7875,198.7875,58
81753,2024,1,2,8094,219009,195.9375,195.9375,100
163876,2024,12,18,8400,219009,163.875,207.3375,466
159655,2024,11,27,9490,219029,312.7875,312.7875,17
66572,2023,10,24,9745,219009,190.95,190.95,46
177775,2025,2,12,9632,219009,175.275,175.275,92
165752,2024,12,25,9112,219009,133.95,201.6375,640
95234,2024,2,27,8869,219029,190.95,301.3875,298
14036,2023,3,14,9481,219029,327.0375,327.0375,46
35625,2023,6,13,9789,219009,221.5875,221.5875,63
57697,2023,9,19,9092,219029,295.6875,295.6875,48
166396,2024,12,25,9680,219029,295.6875,295.6875,13
35490,2023,6,13,9632,219029,295.6875,295.6875,20
68253,2023,10,31,9789,219029,312.7875,312.7875,24
18313,2023,4,4,8438,219029,312.7875,312.7875,57
140808,2024,9,11,8218,219029,295.6875,295.6875,17
124985,2024,7,3,9279,219029,178.8375,295.6875,142
49589,2023,8,15,9112,219029,327.0375,327.0375,55
101825,2024,3,27,9043,219029,327.0375,327.0375,24
940,2023,1,17,9456,219009,227.2875,227.2875,62
66178,2023,10,24,9439,219029,295.6875,295.6875,8
45862,2023,8,1,8063,219029,295.6875,295.6875,38
165413,2024,12,25,8218,219029,295.6875,295.6875,14
149767,2024,10,16,9479,219029,312.7875,312.7875,31
122250,2024,6,19,9770,219009,194.5125,194.5125,57
82519,2024,1,2,9442,219009,210.1875,210.1875,20
10397,2023,2,28,9147,219029,327.0375,327.0375,43
8496,2023,2,21,8400,219029,208.05,327.0375,121
59455,2023,9,26,9190,219029,312.7875,312.7875,53
32314,2023,5,30,9745,219029,327.0375,327.0375,41
156889,2024,11,13,9881,219029,327.0375,327.0375,54
171988,2025,1,22,8319,219009,195.225,195.225,56
51304,2023,8,22,9178,219009,194.5125,218.025,32
141906,2024,9,11,9789,219029,312.7875,312.7875,19
24503,2023,4,25,9984,219029,299.25,299.25,34
57723,2023,9,19,9112,219029,325.6125,325.6125,46
83442,2024,1,9,8023,219009,208.05,208.05,170
73361,2023,11,21,9880,219029,312.7875,312.7875,32
133168,2024,8,7,9281,219009,198.7875,198.7875,74
126483,2024,7,10,9164,219009,220.875,220.875,65
108861,2024,4,24,9490,219029,312.7875,312.7875,27
174934,2025,1,29,9954,219009,180.975,180.975,88
121339,2024,6,19,8555,219029,295.6875,295.6875,8
20477,2023,4,11,9425,219009,175.275,227.2875,59
37904,2023,6,27,8400,219009,220.1625,220.1625,48
137406,2024,8,28,8063,219009,170.2875,194.5125,112
371,2023,1,17,8555,219029,295.6875,295.6875,7
5016,2023,2,7,8023,219009,227.2875,227.2875,187
161745,2024,12,4,9876,219009,183.825,183.825,110
104290,2024,4,3,9823,219009,198.7875,198.7875,130
28728,2023,5,16,9456,219009,209.475,209.475,57
9599,2023,2,21,9845,219029,180.975,317.775,276
142065,2024,9,11,9876,219029,295.6875,295.6875,31
20318,2023,4,11,9273,219029,234.4125,234.4125,36
18147,2023,4,4,8121,219029,295.6875,295.6875,28
164134,2024,12,18,9132,219009,163.1625,180.2625,131
58946,2023,9,26,8058,219029,312.7875,312.7875,34
139928,2024,9,4,9479,219009,180.975,180.975,108
5329,2023,2,7,8869,219029,327.0375,327.0375,36
46497,2023,8,1,9273,219029,234.4125,234.4125,30
32571,2023,5,30,9881,219029,314.2125,314.2125,37
150889,2024,10,23,8991,219029,295.6875,295.6875,15
154775,2024,11,6,9532,219009,170.2875,170.2875,82
38183,2023,6,27,9147,219009,227.2875,227.2875,54
17889,2023,3,28,9909,219029,327.0375,327.0375,52
122467,2024,6,19,9880,219029,312.7875,312.7875,25
57317,2023,9,19,8058,219029,327.0375,327.0375,35
107096,2024,4,17,9425,219029,295.6875,295.6875,21
19460,2023,4,4,9880,219009,222.3,222.3,63
109646,2024,5,1,8222,219009,241.5375,241.5375,144
42740,2023,7,18,8317,219029,290.7,295.6875,103
113936,2024,5,15,9632,219029,295.6875,295.6875,20
88439,2024,1,30,8121,219029,295.6875,295.6875,37
66342,2023,10,24,9498,219009,211.6125,211.6125,44
154688,2024,11,6,9479,219029,312.7875,312.7875,23
118779,2024,6,5,9672,219009,193.8,218.025,32
143441,2024,9,18,9700,219009,222.3,222.3,25
120584,2024,6,12,9745,219009,220.875,220.875,64
107432,2024,4,17,9713,219029,319.9125,319.9125,36
27919,2023,5,16,8058,219029,327.0375,327.0375,23
10327,2023,2,28,9092,219009,118.9875,227.2875,286
26304,2023,5,9,8222,219029,327.0375,327.0375,56
160957,2024,12,4,9221,219029,312.7875,312.7875,27
106719,2024,4,17,9043,219029,327.0375,327.0375,29
3177,2023,1,24,9890,219009,227.2875,227.2875,47
173321,2025,1,22,9954,219009,175.275,175.275,90
118447,2024,6,5,9281,219029,312.7875,312.7875,22
66407,2023,10,24,9672,219029,327.0375,327.0375,31
163835,2024,12,18,8392,219029,312.7875,312.7875,12
45258,2023,7,25,9611,219009,227.2875,227.2875,48
19400,2023,4,4,9872,219029,295.6875,295.6875,33
132374,2024,7,31,9961,219029,327.0375,327.0375,49
86370,2024,1,16,9809,219029,327.0375,327.0375,42
12230,2023,3,7,9371,219009,116.1375,227.2875,79
12850,2023,3,7,9872,219009,116.1375,227.2875,231
177328,2025,2,12,9273,219009,174.5625,174.5625,68
1260,2023,1,17,9745,219029,314.2125,314.2125,35
104226,2024,4,3,9770,219009,168.8625,192.375,29
137528,2024,8,28,8218,219009,155.325,194.5125,49
58144,2023,9,19,9479,219029,312.7875,312.7875,33
98033,2024,3,6,9954,219029,295.6875,295.6875,29
173765,2025,1,29,8562,219029,327.0375,327.0375,33
142507,2024,9,18,8392,219009,195.225,195.225,54
167596,2025,1,1,9281,219009,133.95,190.95,104
168088,2025,1,1,9745,219009,133.2375,217.3125,186
54978,2023,9,5,9532,219009,193.0875,193.0875,82
16209,2023,3,21,9881,219029,327.0375,327.0375,18
139145,2024,9,4,8121,219009,171,194.5125,64
80137,2023,12,26,8063,219029,295.6875,295.6875,31
79654,2023,12,19,9731,219009,189.525,189.525,63
38971,2023,6,27,9837,219009,215.175,215.175,54
22097,2023,4,18,9439,219009,227.2875,227.2875,13
142165,2024,9,11,9909,219009,219.45,219.45,87
35354,2023,6,13,9498,219029,312.7875,312.7875,33
115057,2024,5,22,9190,219029,312.7875,312.7875,30
31426,2023,5,30,8555,219009,227.2875,227.2875,33
3114,2023,1,24,9879,219029,312.7875,312.7875,15
126103,2024,7,10,8317,219009,191.6625,191.6625,91
133501,2024,8,7,9672,219029,327.0375,327.0375,52
175633,2025,2,5,9190,219029,312.7875,312.7875,41
51619,2023,8,22,9456,219029,295.6875,295.6875,29
49765,2023,8,15,9273,219009,187.3875,187.3875,73
54013,2023,9,5,8063,219009,213.75,213.75,78
129266,2024,7,24,8058,219029,327.0375,327.0375,37
79003,2023,12,19,9147,219029,327.0375,327.0375,36
8655,2023,2,21,8911,219009,113.2875,227.2875,258
112953,2024,5,15,8121,219029,295.6875,295.6875,22
49911,2023,8,15,9439,219009,205.9125,205.9125,30
136947,2024,8,21,9745,219029,302.8125,302.8125,30
149586,2024,10,16,9328,219009,191.6625,190.95,78
102085,2024,3,27,9281,219029,312.7875,312.7875,22
122957,2024,6,26,8438,219029,312.7875,312.7875,31
33333,2023,6,6,9190,219009,227.2875,227.2875,133
83621,2024,1,9,8398,219029,327.0375,327.0375,45
154984,2024,11,6,9745,219009,177.4125,222.3,156
145726,2024,10,2,8218,219029,295.6875,295.6875,10
75443,2023,12,5,8400,219009,187.3875,210.1875,41
81804,2024,1,2,8023,219029,327.0375,327.0375,83
79319,2023,12,19,9432,219009,198.7875,221.5875,73
17044,2023,3,28,9273,219009,187.3875,187.3875,45
120490,2024,6,12,9632,219009,195.225,195.225,58
117797,2024,6,5,8023,219029,314.925,314.925,120
17150,2023,3,28,9442,219029,313.5,313.5,35
137481,2024,8,28,8222,219009,137.5125,225.8625,162
62810,2023,10,10,9281,219029,312.7875,312.7875,23
78640,2023,12,19,8317,219009,194.5125,194.5125,155
49079,2023,8,15,8095,219029,319.9125,319.9125,68
28608,2023,5,16,9442,219009,219.45,219.45,65
55821,2023,9,12,8392,219009,227.2875,227.2875,28
78958,2023,12,19,9112,219029,327.0375,327.0375,66
110972,2024,5,1,9879,219029,312.7875,312.7875,24
49128,2023,8,15,8063,219029,295.6875,295.6875,28
122664,2024,6,26,8094,219029,312.7875,312.7875,21
117613,2024,5,29,9909,219029,327.0375,327.0375,29
111479,2024,5,8,8438,219029,312.7875,312.7875,31
79718,2023,12,19,9789,219009,195.225,195.225,72
98934,2024,3,13,9430,219029,327.0375,327.0375,42
15293,2023,3,21,9164,219009,222.3,222.3,69
38648,2023,6,27,9532,219009,227.2875,227.2875,45
11210,2023,2,28,9845,219009,116.85,227.2875,1705
2305,2023,1,24,9221,219029,312.7875,312.7875,15
140596,2024,9,4,9984,219009,140.3625,185.25,69
95504,2024,2,27,9250,219029,193.8,317.775,154
41319,2023,7,11,8991,219029,177.4125,295.6875,134
28899,2023,5,16,9611,219009,227.2875,227.2875,80
168130,2025,1,1,9789,219009,133.95,190.95,83
12761,2023,3,7,9823,219029,312.7875,312.7875,66
114676,2024,5,22,8392,219009,198.7875,198.7875,34
105343,2024,4,10,9281,219009,192.375,192.375,78
30959,2023,5,23,9890,219009,198.7875,198.7875,56
152393,2024,10,30,8400,219009,179.55,222.3,90
13205,2023,3,14,8222,219029,326.325,326.325,59
26907,2023,5,9,9281,219009,138.9375,227.2875,185
107884,2024,4,24,8095,219009,202.35,202.35,113
81168,2023,12,26,9611,219009,207.3375,207.3375,116
143313,2024,9,18,9578,219029,327.0375,327.0375,35
173793,2025,1,29,8869,219029,327.0375,327.0375,35
130459,2024,7,24,9813,219009,198.7875,198.7875,77
113779,2024,5,15,9490,219009,180.2625,180.2625,63
80404,2023,12,26,8438,219009,188.8125,220.875,79
1770,2023,1,24,8058,219029,327.0375,327.0375,22
85841,2024,1,16,9439,219029,295.6875,295.6875,21
48440,2023,8,8,9498,219009,227.2875,227.2875,44
66573,2023,10,24,9745,219029,327.0375,327.0375,32
126035,2024,7,10,8222,219029,181.6875,327.0375,317
96872,2024,3,6,8869,219009,224.4375,224.4375,47
173957,2025,1,29,9147,219029,327.0375,327.0375,33
20740,2023,4,11,9613,219029,327.0375,327.0375,61
15566,2023,3,21,9425,219029,274.3125,274.3125,21
94134,2024,2,20,9479,219009,185.25,185.25,86
70108,2023,11,7,9881,219029,327.0375,327.0375,27
50907,2023,8,22,8317,219029,295.6875,295.6875,64
99839,2024,3,20,8023,219029,322.05,322.05,45
177893,2025,2,12,9770,219029,295.6875,295.6875,18
139044,2024,9,4,8063,219009,171,194.5125,91
22535,2023,4,18,9789,219029,312.7875,312.7875,25
65000,2023,10,17,9813,219009,214.4625,214.4625,25
120870,2024,6,12,9890,219029,327.0375,327.0375,55
11037,2023,2,28,9731,219009,116.1375,227.2875,428
166882,2025,1,1,8095,219029,327.0375,327.0375,43
50693,2023,8,22,8091,219009,190.2375,223.0125,24
37562,2023,6,20,9961,219009,220.1625,220.1625,90
116992,2024,5,29,9456,219029,295.6875,295.6875,8
86177,2024,1,16,9700,219009,210.1875,210.1875,32
92472,2024,2,13,9456,219029,295.6875,295.6875,18
715,2023,1,17,9273,219009,189.525,189.525,65
89778,2024,1,30,9881,219029,327.0375,327.0375,45
138187,2024,8,28,9439,219009,175.275,175.275,54
123999,2024,6,26,9809,219009,202.35,225.8625,28
30470,2023,5,23,9532,219009,213.75,213.75,48
106508,2024,4,17,8398,219029,327.0375,327.0375,31
66811,2023,10,24,9880,219009,213.75,213.75,49
150086,2024,10,16,9770,219009,191.6625,191.6625,79
107865,2024,4,24,8091,219009,226.575,226.575,25
146740,2024,10,2,9713,219009,141.7875,222.3,206
97593,2024,3,6,9613,219029,315.6375,315.6375,62
101561,2024,3,27,8317,219029,295.6875,295.6875,35
136871,2024,8,21,9680,219029,295.6875,295.6875,16
44374,2023,7,25,8317,219009,227.2875,227.2875,123
155117,2024,11,6,9809,219029,327.0375,327.0375,60
12184,2023,3,7,9281,219029,312.7875,312.7875,21
91856,2024,2,13,8422,219009,184.5375,184.5375,105
148062,2024,10,9,9432,219009,189.525,189.525,81
29416,2023,5,16,9984,219029,312.7875,312.7875,47
61726,2023,10,3,9789,219029,312.7875,312.7875,19
156974,2024,11,13,9961,219029,327.0375,327.0375,41
4511,2023,1,31,9731,219029,327.0375,327.0375,38
54893,2023,9,5,9479,219009,223.725,223.725,87
140035,2024,9,4,9578,219009,138.9375,210.1875,68
117059,2024,5,29,9490,219029,312.7875,312.7875,27
74441,2023,11,28,9456,219029,295.6875,295.6875,12
10104,2023,2,28,8398,219029,327.0375,327.0375,48
106571,2024,4,17,8438,219009,198.7875,198.7875,133
146690,2024,10,2,9632,219029,295.6875,295.6875,29
65175,2023,10,17,9880,219029,312.7875,312.7875,26
43972,2023,7,18,9876,219029,278.5875,278.5875,30
44011,2023,7,18,9880,219029,302.8125,302.8125,39
119505,2024,6,12,8121,219009,195.225,195.225,71
73237,2023,11,21,9837,219029,323.475,323.475,65
152141,2024,10,30,8094,219009,178.125,178.125,112
108009,2024,4,24,8222,219029,320.625,320.625,76
104318,2024,4,3,9837,219029,327.0375,327.0375,26
95206,2024,2,27,8562,219029,192.375,318.4875,194
77041,2023,12,12,8392,219029,312.7875,312.7875,12
29603,2023,5,23,8121,219029,262.9125,295.6875,25
117891,2024,6,5,8218,219029,295.6875,295.6875,10
120251,2024,6,12,9436,219029,312.7875,312.7875,20
123432,2024,6,26,9442,219029,327.0375,327.0375,25
173389,2025,1,29,8091,219029,327.0375,327.0375,44
129240,2024,7,24,8023,219009,225.8625,225.8625,215
69197,2023,11,7,9164,219029,327.0375,327.0375,38
123956,2024,6,26,9823,219029,320.625,320.625,71
171561,2025,1,15,9876,219029,295.6875,295.6875,24
54259,2023,9,5,8422,219029,295.6875,295.6875,34
134695,2024,8,14,9190,219029,297.1125,297.1125,60
104182,2024,4,3,9731,219029,322.05,322.05,8
116545,2024,5,29,9043,219009,199.5,199.5,61
115016,2024,5,22,9164,219009,195.9375,195.9375,126
18289,2023,4,4,8422,219009,223.0125,223.0125,86
139786,2024,9,4,9442,219009,141.075,213.75,38
171001,2025,1,15,9432,219029,295.6875,295.6875,16
74683,2023,11,28,9680,219009,192.375,227.2875,69
86237,2024,1,16,9745,219009,203.0625,203.0625,87
171107,2025,1,15,9490,219009,195.225,195.225,76
142550,2024,9,18,8400,219029,327.0375,327.0375,39
90586,2024,2,6,9250,219029,327.0375,327.0375,38
4852,2023,1,31,9954,219029,295.6875,295.6875,31
21907,2023,4,18,9221,219029,312.7875,312.7875,23
60683,2023,10,3,8319,219029,312.7875,312.7875,18
154009,2024,11,6,8398,219029,327.0375,327.0375,100
34531,2023,6,13,8218,219029,295.6875,295.6875,17
110248,2024,5,1,9281,219009,198.7875,198.7875,66
84775,2024,1,9,9872,219009,190.95,190.95,138
77339,2023,12,12,9132,219009,194.5125,194.5125,74
72937,2023,11,21,9578,219029,327.0375,327.0375,15
97845,2024,3,6,9809,219029,327.0375,327.0375,47
39706,2023,7,4,8911,219029,189.525,295.6875,82
145580,2024,10,2,8094,219029,312.7875,312.7875,30
109396,2024,4,24,9890,219029,327.0375,327.0375,36
34953,2023,6,13,9178,219009,227.2875,227.2875,34
18719,2023,4,4,9281,219009,221.5875,221.5875,53
43335,2023,7,18,9442,219029,327.0375,327.0375,27
99395,2024,3,13,9789,219029,312.7875,312.7875,22
21252,2023,4,18,8091,219029,327.0375,327.0375,43
176280,2025,2,5,9789,219029,312.7875,312.7875,30
3559,2023,1,31,8398,219029,327.0375,327.0375,40
162211,2024,12,11,8398,219029,319.2,319.2,54
170705,2025,1,15,9164,219029,327.0375,327.0375,30
72472,2023,11,21,9164,219009,173.85,206.625,310
121591,2024,6,19,9178,219009,194.5125,194.5125,35
27522,2023,5,9,9837,219029,327.0375,327.0375,42
153781,2024,11,6,8094,219009,177.4125,177.4125,72
149450,2024,10,16,9190,219029,312.7875,312.7875,33
95379,2024,2,27,9132,219029,195.9375,295.6875,80
85854,2024,1,16,9425,219009,198.7875,198.7875,59
141171,2024,9,11,9132,219009,171,171,56
3741,2023,1,31,8911,219029,295.6875,295.6875,16
73654,2023,11,28,8222,219009,188.1,188.1,136
40983,2023,7,11,8023,219029,177.4125,327.0375,397
108991,2024,4,24,9613,219009,203.775,203.775,98
87112,2024,1,23,9043,219009,206.625,206.625,90
100704,2024,3,20,9481,219029,327.0375,327.0375,19
151228,2024,10,23,9328,219009,191.6625,191.6625,73
89222,2024,1,30,9479,219029,312.7875,312.7875,39
39864,2023,7,4,9178,219009,227.2875,227.2875,36
64416,2023,10,17,9279,219009,227.2875,227.2875,63
40627,2023,7,4,9809,219029,183.1125,327.0375,191
66364,2023,10,24,9532,219009,208.7625,208.7625,37
135187,2024,8,14,9613,219029,171,322.05,667
13397,2023,3,14,8438,219009,212.325,212.325,122
94371,2024,2,20,9700,219009,226.575,226.575,23
158264,2024,11,20,9745,219029,327.0375,327.0375,20
36309,2023,6,20,8438,219009,219.45,219.45,94
31474,2023,5,30,8869,219009,181.6875,226.575,47
33673,2023,6,6,9481,219009,200.925,200.925,67
165267,2024,12,25,8094,219029,302.1,302.1,23
151560,2024,10,23,9611,219029,327.0375,327.0375,54
92371,2024,2,13,9430,219029,327.0375,327.0375,41
176325,2025,2,5,9823,219029,327.0375,327.0375,92
73765,2023,11,28,8392,219009,175.9875,227.2875,57
24132,2023,4,25,9745,219009,227.2875,227.2875,58
29577,2023,5,23,8222,219009,189.525,222.3,110
41594,2023,7,11,9273,219029,178.8375,234.4125,99
49060,2023,8,15,8091,219029,327.0375,327.0375,52
128868,2024,7,17,9837,219009,225.8625,225.8625,34
59859,2023,9,26,9532,219009,182.4,213.0375,78
154586,2024,11,6,9439,219009,178.125,178.8375,42
123105,2024,6,26,9043,219029,327.0375,327.0375,14
84899,2024,1,9,9909,219009,210.1875,210.1875,105
30043,2023,5,23,9178,219009,227.2875,227.2875,34
124892,2024,7,3,9190,219029,177.4125,312.7875,168
108635,2024,4,24,9328,219009,187.3875,187.3875,72
143566,2024,9,18,9813,219009,188.1,188.1,64
163491,2024,12,11,9909,219029,327.0375,327.0375,65
177553,2025,2,12,9456,219009,180.975,180.975,92
87262,2024,1,23,9190,219009,197.3625,197.3625,171
121997,2024,6,19,9498,219029,317.775,317.775,18
173937,2025,1,29,9132,219009,180.975,180.975,84
6514,2023,2,7,9961,219009,227.2875,227.2875,66
136780,2024,8,21,9672,219009,179.55,211.6125,40
150693,2024,10,23,8319,219029,312.7875,312.7875,9
62338,2023,10,10,8398,219009,178.125,229.425,63
109037,2024,4,24,9680,219029,295.6875,295.6875,9
58672,2023,9,19,9880,219009,227.2875,227.2875,59
100747,2024,3,20,9498,219009,188.8125,188.8125,51
18231,2023,4,4,8392,219029,312.7875,312.7875,18
109371,2024,4,24,9881,219029,327.0375,327.0375,36
82621,2024,1,2,9436,219009,193.0875,193.0875,46
82836,2024,1,2,9613,219009,210.1875,210.1875,67
64935,2023,10,17,9745,219009,206.625,206.625,93
171040,2025,1,15,9456,219009,180.975,180.975,83
44232,2023,7,25,8063,219029,295.6875,295.6875,37
150323,2024,10,16,9881,219009,218.025,218.025,87
74551,2023,11,28,9532,219029,312.7875,312.7875,39
73360,2023,11,21,9880,219009,175.275,222.3,354
131777,2024,7,31,9490,219009,198.7875,198.7875,68
52021,2023,8,22,9823,219009,200.2125,200.2125,157
50523,2023,8,15,9879,219009,183.825,227.2875,38
107516,2024,4,17,9789,219009,195.9375,195.9375,108
58893,2023,9,26,8063,219009,222.3,222.3,74
19804,2023,4,11,8218,219029,295.6875,295.6875,11
76321,2023,12,5,9680,219029,295.6875,295.6875,15
8243,2023,2,21,8094,219009,116.85,227.2875,463
165069,2024,12,18,9880,219009,163.1625,190.2375,326
30741,2023,5,23,9813,219009,203.0625,203.0625,39
112570,2024,5,8,9872,219029,295.6875,295.6875,32
93910,2024,2,20,9279,219029,193.0875,295.6875,99
161546,2024,12,4,9745,219029,327.0375,327.0375,24
57366,2023,9,19,8121,219029,295.6875,295.6875,31
47881,2023,8,8,8911,219009,227.2875,227.2875,53
51686,2023,8,22,9490,219029,312.7875,312.7875,22
54041,2023,9,5,8023,219029,321.3375,321.3375,86
80321,2023,12,26,8392,219009,198.7875,227.2875,27
89672,2024,1,30,9845,219029,327.0375,327.0375,70
172411,2025,1,22,9221,219009,195.225,195.225,70
63261,2023,10,10,9713,219029,327.0375,327.0375,39
64707,2023,10,17,9498,219029,312.7875,312.7875,58
120805,2024,6,12,9879,219009,190.2375,190.2375,32
173180,2025,1,22,9872,219009,179.55,179.55,147
153990,2024,11,6,8392,219009,178.125,178.125,24
99292,2024,3,13,9700,219009,241.5375,241.5375,12
152553,2024,10,30,8911,219009,178.125,178.125,65
134869,2024,8,14,9442,219009,193.0875,225.8625,39
145990,2024,10,2,8911,219009,141.7875,175.275,134
48353,2023,8,8,9456,219009,227.2875,227.2875,35
107309,2024,4,17,9672,219009,203.0625,203.0625,43
25201,2023,5,2,9250,219009,223.0125,223.0125,91
31955,2023,5,30,9432,219009,214.4625,214.4625,55
118946,2024,6,5,9745,219029,327.0375,327.0375,38
135347,2024,8,14,9789,219009,185.9625,185.9625,86
172727,2025,1,22,9481,219029,327.0375,327.0375,46
42780,2023,7,18,8392,219009,210.9,210.9,20
104892,2024,4,10,8400,219009,241.5375,241.5375,34
140266,2024,9,4,9789,219009,188.8125,188.8125,92
109935,2024,5,1,8991,219029,295.6875,295.6875,19
90247,2024,2,6,8438,219009,198.7875,198.7875,134
80341,2023,12,26,8398,219029,327.0375,327.0375,21
166018,2024,12,25,9371,219009,133.95,203.0625,244
174414,2025,1,29,9532,219029,312.7875,312.7875,16
35489,2023,6,13,9632,219009,218.025,218.025,71
28456,2023,5,16,9221,219009,165.3,227.2875,68
52444,2023,8,29,8058,219029,327.0375,327.0375,18
32975,2023,6,6,8398,219029,315.6375,315.6375,46
150913,2024,10,23,8911,219029,295.6875,295.6875,10
151792,2024,10,23,9823,219009,222.3,222.3,135
147069,2024,10,2,9890,219029,327.0375,327.0375,36
86117,2024,1,16,9613,219029,327.0375,327.0375,85
